row_id,is_urban,age,female,married,education_level,literacy,can_add,can_divide,can_calc_percents,can_calc_compounding,employed_last_year,share_hh_income_provided,income_ag_livestock_last_year,income_friends_family_last_year,income_government_last_year,income_own_business_last_year,income_private_sector_last_year,income_public_sector_last_year,num_times_borrowed_last_year,borrowing_recency,formal_savings,informal_savings,cash_property_savings,has_insurance,has_investment,bank_interest_rate,mm_interest_rate,mfi_interest_rate,other_fsp_interest_rate,num_shocks_last_year,avg_shock_strength_last_year,borrowed_for_emergency_last_year,borrowed_for_daily_expenses_last_year,borrowed_for_home_or_biz_last_year,phone_technology,can_call,can_text,can_use_internet,can_make_transaction,phone_ownership,advanced_phone_use,reg_bank_acct,reg_mm_acct,reg_formal_nbfi_account,financially_included,active_bank_user,active_mm_user,active_formal_nbfi_user,active_informal_nbfi_user,nonreg_active_mm_user,num_formal_institutions_last_year,num_informal_institutions_last_year,num_financial_activities_last_year,poverty_probability,country_A,country_C,country_D,country_F,country_G,country_I,country_J,religion_N,religion_O,religion_P,religion_Q,religion_X,relationship_to_hh_head_Father/Mother,relationship_to_hh_head_Head,relationship_to_hh_head_Other,relationship_to_hh_head_Sister/Brother,relationship_to_hh_head_Son/Daughter,relationship_to_hh_head_Spouse,relationship_to_hh_head_Unknown,employment_category_last_year_employed,employment_category_last_year_housewife_or_student,employment_category_last_year_other,employment_category_last_year_retired_or_disabled,employment_category_last_year_unemployed,employment_type_last_year_irregular_seasonal,employment_type_last_year_not_working,employment_type_last_year_other,employment_type_last_year_salaried,employment_type_last_year_self_employed
11483,0,45,0,1,1.0,0,1,1,1,1,0,5.0,1,0,0,0,0,0,1,2,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4.25,0,0,0,1,1,0,0,0,2,0,1,1,0,1,0,0,0,0,0,1,0,1,0.772,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11484,0,37,0,1,2.0,1,1,1,0,1,1,4.0,0,0,0,1,0,0,1,2,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.0,1,0,0,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
11485,0,30,0,1,1.0,0,1,1,0,0,1,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11486,0,65,1,0,1.0,0,1,0,0,0,1,4.0,1,1,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,3,5.0,0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,1,0,0,0,1,0,2,0.715,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11487,0,22,0,1,1.0,0,1,0,0,1,1,5.0,1,0,0,0,0,0,2,2,0,0,1,0,0,0.0,0.0,0.0,0.0,1,3.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.826,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11488,0,51,0,1,1.0,1,1,1,0,0,1,5.0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,3,1,1,1,1,2,1,1,1,0,1,1,1,0,0,0,2,0,4,0.548,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
11489,1,31,1,1,2.0,1,1,1,0,0,0,5.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,1,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,1,0.268,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
11490,0,21,1,0,2.0,1,1,1,0,0,1,2.0,0,0,0,1,1,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,3,2.6666666666666665,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,5,0.757,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11491,1,16,0,0,2.0,1,1,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
11492,0,26,0,0,2.0,1,1,1,1,1,1,3.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2.0,0,0,0,3,1,1,1,0,2,1,0,1,0,1,0,1,0,0,0,2,0,1,0.732,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
11493,1,18,0,0,2.0,1,1,0,0,1,1,2.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,1,1.0,0,0,0,1,1,1,1,1,2,1,0,1,0,1,0,1,0,1,0,1,1,3,0.757,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11494,0,43,0,1,2.0,1,1,1,1,1,0,4.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,4,4.75,0,0,0,1,1,1,1,0,2,1,1,0,1,1,1,0,1,1,0,3,1,2,0.185,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11495,0,24,0,0,1.0,1,1,1,0,0,1,1.0,0,1,0,1,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,2,3.5,0,0,0,2,1,1,0,0,2,1,0,1,0,1,0,1,0,0,0,1,0,4,0.456,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
11496,0,19,1,1,1.0,1,1,1,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
11497,0,19,0,0,1.0,1,1,1,0,0,1,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,4.0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0.031,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
11498,1,38,0,1,2.0,1,1,1,1,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11499,0,22,0,0,2.0,1,1,0,0,1,1,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,3,1,1,1,0,2,1,1,0,0,1,1,0,0,0,0,1,0,1,0.321,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11500,0,60,0,0,0.0,0,1,0,0,1,1,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,3,4.666666666666667,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4529999999999999,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11501,1,40,0,1,0.0,0,1,1,0,1,1,5.0,0,1,0,0,0,0,1,2,1,1,1,0,0,15.0,0.0,12.0,0.0,1,2.0,1,1,1,1,1,0,0,0,2,0,0,0,1,1,0,0,1,0,1,3,0,2,0.633,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11502,0,26,0,0,2.0,1,1,1,0,0,1,2.0,0,0,0,0,1,0,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3.5,0,0,0,3,1,1,1,0,2,1,1,0,0,1,1,0,0,0,0,1,0,1,0.97,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
11503,0,28,1,1,2.0,0,1,0,0,0,1,5.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1.0,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11504,0,20,1,1,1.0,0,1,1,0,0,1,2.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2,4.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
11505,0,55,0,1,1.0,0,1,1,0,0,1,5.0,1,0,0,0,0,0,3,2,0,0,1,0,0,0.0,0.0,0.0,0.0,3,2.6666666666666665,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,0.826,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11506,1,22,0,0,2.0,1,1,1,1,1,1,5.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0,3,1,1,1,1,2,1,0,1,0,1,0,1,0,0,0,1,0,3,0.612,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11507,1,24,0,1,1.0,1,1,1,1,0,1,5.0,0,0,0,0,0,0,1,2,1,1,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0,3,1,1,1,1,2,1,0,1,1,1,0,1,1,1,0,4,3,3,0.949,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
11508,0,31,1,1,2.0,0,1,1,0,0,1,5.0,0,0,0,0,0,0,1,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5.0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,0.929,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
11509,1,26,0,0,3.0,1,1,1,0,0,0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,4,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
11510,0,56,0,1,0.0,0,1,1,0,0,1,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0.969,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11511,1,45,1,1,0.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.757,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
11512,0,20,0,0,2.0,0,1,1,0,1,0,2.0,0,1,0,0,0,0,1,2,0,0,1,0,0,0.0,0.0,0.0,0.0,2,2.5,0,1,0,3,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0.071,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11513,0,43,1,1,0.0,0,1,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
11514,0,65,1,0,0.0,0,1,1,0,0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
11515,0,40,1,1,1.0,1,1,1,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4.5,0,0,0,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
11516,0,41,1,0,1.0,1,1,1,0,0,1,3.0,1,1,1,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,4,3.5,0,0,0,2,0,1,0,1,2,0,0,1,0,1,0,1,0,1,0,1,1,3,0.883,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11517,0,30,1,1,1.0,1,1,1,1,0,1,1.0,0,0,0,1,0,0,1,2,0,1,1,0,1,0.0,0.0,0.0,0.0,1,1.0,0,1,1,1,1,0,0,1,2,0,0,1,0,1,0,1,0,1,0,1,1,5,0.404,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
11518,0,52,1,0,1.0,0,1,0,0,0,0,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11519,0,43,0,1,0.0,0,1,1,1,0,1,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0.879,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11520,0,39,1,1,1.0,0,1,1,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0.964,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
11521,1,35,0,1,1.0,1,1,1,0,0,1,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,1,0.515,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
11522,0,50,1,0,0.0,0,1,0,0,0,0,5.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7959999999999999,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11523,0,44,1,0,2.0,1,1,1,1,1,1,5.0,0,0,0,1,0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,1,1,0,0,2,0,1,1,1,1,1,1,1,0,0,3,0,6,0.049,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11524,1,22,1,1,2.0,1,1,1,0,0,1,2.0,0,1,1,1,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,3,5.0,0,0,0,3,1,0,1,1,2,1,0,1,0,1,0,1,0,0,0,1,0,6,0.241,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
11525,1,60,0,0,3.0,1,1,1,0,0,1,4.0,0,1,0,1,0,0,3,2,1,0,1,0,1,0.0,0.0,0.0,0.0,0,0.0,0,1,0,1,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,2,0.035,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11526,0,40,0,1,2.0,1,1,1,0,0,1,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0.3939999999999999,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
11527,0,25,1,1,1.0,1,1,1,0,1,1,2.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.785,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
11528,1,28,1,1,2.0,1,1,1,1,0,1,2.0,1,1,0,1,0,0,0,0,1,0,0,1,1,0.0,0.0,0.0,0.0,3,1.3333333333333333,0,0,0,2,1,1,1,1,2,0,1,1,0,1,0,1,0,0,0,2,0,5,0.267,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
11529,0,50,1,1,0.0,0,1,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
11530,0,45,1,0,1.0,0,1,0,0,0,1,5.0,1,0,0,1,1,0,3,2,0,1,0,0,0,0.0,0.0,0.0,0.0,1,4.0,1,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0,1,1,0,1,1,2,0.826,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11531,0,48,0,1,3.0,1,1,1,0,0,1,5.0,0,0,1,0,0,0,1,2,1,1,0,0,0,0.0,0.0,0.0,0.0,1,1.0,1,0,1,1,1,1,0,0,2,0,1,0,1,1,1,0,1,1,0,3,1,6,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
11532,1,22,1,1,1.0,1,1,1,0,0,1,2.0,1,1,0,1,0,0,2,2,1,1,1,1,1,0.0,0.0,0.0,0.0,0,0.0,1,1,0,2,1,1,1,1,2,0,1,0,0,1,1,0,0,0,1,2,0,5,0.608,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11533,0,28,0,1,0.0,1,1,1,0,0,1,4.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0.914,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11534,0,41,1,1,0.0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.879,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
11535,0,25,1,0,1.0,1,1,1,0,1,0,5.0,1,1,0,1,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,1,0,0,1,2,1,1,1,0,1,0,1,0,0,0,1,0,2,0.852,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11536,0,24,0,1,2.0,1,1,1,1,1,1,5.0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0,0.0,0.0,0.0,2,1.0,0,0,0,2,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0.964,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11537,0,34,0,1,2.0,1,1,1,0,0,1,3.0,0,0,0,0,0,0,1,2,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3.0,0,0,0,1,1,0,0,0,2,0,1,0,1,1,1,0,1,0,0,3,1,1,0.7509999999999999,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11538,1,20,0,0,0.0,0,1,1,1,1,1,2.0,0,1,0,0,0,0,2,2,0,0,1,0,1,0.0,0.0,0.0,0.0,1,3.0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
11539,0,46,0,1,0.0,0,1,1,0,1,1,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11540,1,52,1,0,1.0,0,0,1,1,1,0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4.5,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11541,0,34,1,1,0.0,0,1,1,0,0,0,2.0,1,0,0,0,1,0,1,2,0,0,1,0,0,0.0,0.0,0.0,0.0,1,5.0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
11542,0,45,0,1,0.0,0,1,1,0,0,1,1.0,1,0,0,0,0,0,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,4,5.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0.515,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
11543,1,27,1,1,2.0,1,1,1,0,1,0,2.0,0,1,0,0,0,0,1,2,1,0,1,0,1,0.0,8.0,0.0,0.0,2,4.5,1,0,0,2,1,1,1,1,2,1,0,1,0,1,0,1,0,0,0,1,1,7,0.489,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
11544,0,60,1,1,0.0,0,1,1,0,0,1,2.0,1,0,0,0,0,0,1,2,1,0,1,0,1,0.0,0.0,0.0,0.0,1,3.0,1,0,0,1,0,0,0,0,2,0,1,0,1,1,1,0,1,0,0,3,0,3,0.939,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
11545,0,17,1,0,1.0,0,1,1,0,0,1,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
11546,1,44,0,1,0.0,1,1,1,1,1,1,5.0,0,0,0,1,0,0,1,2,0,1,1,0,1,0.0,0.0,0.0,0.0,1,3.0,0,0,1,2,1,0,0,0,2,1,0,0,1,1,0,0,1,0,0,1,0,1,0.584,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
11547,0,16,1,0,0.0,0,1,1,1,0,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
11548,0,42,1,1,0.0,0,1,1,0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
11549,0,30,1,0,0.0,0,0,0,0,1,1,2.0,0,1,0,1,0,0,2,2,0,1,1,0,1,0.0,0.0,0.0,0.0,2,5.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0.95,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
11550,0,70,1,1,2.0,0,1,1,1,1,0,2.0,0,1,0,0,0,0,2,2,0,1,0,0,0,0.0,0.0,0.0,0.0,5,4.2,1,0,0,1,1,0,0,1,2,0,0,1,0,1,0,1,0,1,0,1,1,3,0.371,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
11551,0,60,1,1,0.0,0,1,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11552,0,56,0,1,0.0,0,1,1,0,0,1,5.0,1,0,0,0,0,0,1,2,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0.0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11553,0,40,1,1,0.0,0,0,0,0,0,0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.939,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
